dataset,call_id,emotion_true,emotion_pred,confidence,duration,transcript,emotion,split
IEMOCAP,iemocap_Ses05F_script03_2_F036,anger,joy,0.458,2.28,I hate you.,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F037,anger,anger,0.618,1.23,I hate you.,anger,val
IEMOCAP,iemocap_Ses05F_script03_2_F038,anger,neutral,0.5,6.85,"No! No! I'm tired of listening to you, your Borish and idiotic and completely overbearing.",anger,test
IEMOCAP,iemocap_Ses05F_script03_2_F039,anger,joy,0.639,6.06,"Yeah, very amusing. Let me go. I'm getting out of here. I can't believe I intended to marry you or a bi-",anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F040,anger,anger,0.705,7.27,"Ah, Mary you again, I must have been insane. What was I thinking? I mean you're completely outrageous",anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F041,anger,anger,0.861,3.73,We're gonna be rolling brute on cat heart,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M000,neutral,neutral,0.63,5.5,"As a matter of fact, the real cause of that row was Peter Burr.",neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M001,neutral,disgust,0.452,3.48,"And you nothing of the sort, you accepted presents from his.",neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M002,neutral,disgust,0.974,4.18,I remember it well covered in diamonds in the worst possible taste.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M003,neutral,disgust,0.495,3.68,You went out of your way to torture me over Peter Burton.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M004,anger,disgust,0.453,3.49,"You must admit that he was in love with you, wasn't he?",anger,test
IEMOCAP,iemocap_Ses05F_script03_2_M005,anger,neutral,0.463,2.91,"You let him kiss you, you said you did.",anger,test
IEMOCAP,iemocap_Ses05F_script03_2_M006,anger,neutral,0.62,1.1,What of it?,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M007,neutral,neutral,0.5,1.93,What about me?,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M008,anger,joy,0.811,2.74,"Well, that's a nice point of view I must say.",anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M009,neutral,neutral,0.906,4.75,"So am I, Bored Stiff. Would you like some Brandy?",neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M010,neutral,neutral,0.939,2.47,I'll have a little I think.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M011,neutral,neutral,0.808,3.68,No particular reason besides there were very small ones.,neutral,test
IEMOCAP,iemocap_Ses05F_script03_2_M012,neutral,neutral,0.794,6.07,You can hardly call three lacour glasses of brandy in a whole evening going on and on.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M013,anger,neutral,0.886,5.27,You need to be so grand simply because you don't happen to want any at the moment.,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M014,anger,neutral,0.712,1.84,Really Amanda.,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M015,neutral,neutral,0.382,2.49,Going out somewhere dear.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M016,anger,sadness,0.928,2.87,"Well, that reply has broken my heart.",anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M017,neutral,neutral,0.82,3.02,as a matter of fact that is perfectly true.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M018,anger,neutral,0.5,1.79,Oh yes it is.,anger,test
IEMOCAP,iemocap_Ses05F_script03_2_M019,anger,disgust,0.504,4.84,It's a pity you didn't take a little more brandy it might have made you a little less disagreeable,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M020,neutral,anger,0.96,2.44,"Snap, snap, snap, like a little adder.",neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M021,neutral,anger,0.889,3.08,"Nonsense, they have a little bag of vignet behind their fangs and they snap.",neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M022,anger,anger,0.946,1.08,They snap!,anger,val
IEMOCAP,iemocap_Ses05F_script03_2_M023,anger,disgust,0.536,1.41,Okay. Alright.,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M024,anger,disgust,0.553,3.12,Did you see much of Peter Burton after the divorce?,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M025,anger,neutral,0.8,2.97,I suppose you let him kiss you a good deal more than,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M026,anger,joy,0.828,5.3,You must have a ride as time. No restrained at all. Very enjoyable. I mean you never had much anyway.,anger,test
IEMOCAP,iemocap_Ses05F_script03_2_M027,neutral,disgust,0.662,2.7,and not the least bit drunk.,neutral,val
IEMOCAP,iemocap_Ses05F_script03_2_M028,neutral,neutral,0.936,8.24,I think I mentioned once before that I had only three minute LeCourte glasses of brandy the entire evening long a child of two could not get drunk on that,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M029,neutral,joy,0.445,4.46,Oh very interesting how about a child of three or a child of six how about a child of nine?,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M030,anger,neutral,0.798,5.72,"Oh, this is very interesting. Oh, we might get a splendid debate going about this in temperate tarts",anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M031,neutral,joy,0.856,3.15,Oh very good idea. I will.,neutral,val
IEMOCAP,iemocap_Ses05F_script03_2_M032,anger,disgust,0.488,2.07,"You better turn that off, I think.",anger,val
IEMOCAP,iemocap_Ses05F_script03_2_M033,neutral,neutral,0.5,2.95,It's very late and it will disturb the people upstairs.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M034,neutral,neutral,0.761,2.68,Well there are people downstairs I suppose.,neutral,val
IEMOCAP,iemocap_Ses05F_script03_2_M035,neutral,disgust,0.469,3.04,It is no time of year for two me.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_M036,neutral,anger,0.835,1.81,I'll do no such thing.,neutral,test
IEMOCAP,iemocap_Ses05F_script03_2_M037,anger,anger,0.838,3.08,Turn it off. It is driving me mad!,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M038,anger,neutral,0.652,1.62,Turn it off.,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M039,anger,neutral,0.652,1.68,Turn it off.,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M040,anger,joy,0.516,2.73,"I mean, listen, listen.",anger,test
IEMOCAP,iemocap_Ses05F_script03_2_M041,anger,joy,0.555,2.71,Very music and music indeed.,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M042,anger,disgust,0.702,4.16,You are a vile tempered loose living wicked little beast and I never want to send eyes to you again,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_M043,anger,fear,0.81,9.88,"Shut up. Shut up. I wouldn't marry you again. If you came crawling to me unbearingly, you're a mean evil-minded little vampire And I hope that God I never set eyes on you again",anger,test
IEMOCAP,iemocap_Ses05M_impro01_F000,neutral,fear,0.761,1.61,Can I help you?,neutral,train
IEMOCAP,iemocap_Ses05M_impro01_F001,neutral,disgust,0.7324999999999999,9.29,"Oh, this this form that you have is the wrong form. You need to go over to the other line on the other side of the DMB.",neutral,train
IEMOCAP,iemocap_Ses05M_impro01_F002,neutral,disgust,0.407,3.92,"Right, but this is the wrong form. Somebody gave you the wrong form.",neutral,test
IEMOCAP,iemocap_Ses05M_impro01_F003,neutral,disgust,0.326,2.8,"Yeah, so I can't I can't do anything for you all my brothers",neutral,val
IEMOCAP,iemocap_Ses05M_impro01_F004,neutral,neutral,0.91,7.13,"No, but this is for replacements and you need a new whole new license as a California.",neutral,train
IEMOCAP,iemocap_Ses05M_impro01_F005,anger,disgust,0.514,2.78,"Sir, don't get an attitude with me.",anger,train
IEMOCAP,iemocap_Ses05M_impro01_F006,neutral,neutral,0.9215,10.75,"No, I understand there are a lot of people here, but what I'm telling you is that it's different for different states And since you're getting a new license in the state of California, you have to fill out a different form than you did",neutral,train
IEMOCAP,iemocap_Ses05M_impro01_F007,anger,neutral,0.664,3.17,I don't know. I don't know who told you. It wasn't me.,anger,test
IEMOCAP,iemocap_Ses05M_impro01_F008,anger,disgust,0.428,4.28,you can ask her if you want but she's busy and she probably won't answer you.,anger,train
IEMOCAP,iemocap_Ses05M_impro01_F009,neutral,neutral,0.677,1.39,I know,neutral,train
IEMOCAP,iemocap_Ses05M_impro01_F010,anger,disgust,0.511,2.3,"I mean, 15 minutes of bill.",anger,val
IEMOCAP,iemocap_Ses05M_impro01_F011,anger,neutral,0.888,2.33,Can we use this much time as you want?,anger,train
IEMOCAP,iemocap_Ses05M_impro01_F012,neutral,neutral,0.834,3.6,"Yeah, I know it's gonna take a minute, but you see might as well get started now",neutral,train
IEMOCAP,iemocap_Ses05M_impro01_F013,anger,disgust,0.544,3.4,I can't take this one sir. This is the wrong fuel.,anger,test
IEMOCAP,iemocap_Ses05M_impro01_F014,anger,disgust,0.437,2.63,Please don't waste my time.,anger,val
IEMOCAP,iemocap_Ses05M_impro01_F015,anger,neutral,0.943,5.73,There's nothing I can do about it. You need to take this other form and fill it out and go stand in the other line.,anger,train
IEMOCAP,iemocap_Ses05M_impro01_F016,anger,neutral,0.944,3.61,"They're different forms, we process them all differently.",anger,train
IEMOCAP,iemocap_Ses05M_impro01_F017,anger,neutral,0.611,2.77,There's no way I can make an exception.,anger,val
IEMOCAP,iemocap_Ses05M_impro01_F018,anger,disgust,0.395,6.35,"Sir, don't patronize me. I can't make an exception. I don't I don't have the power to do that. It's a different form.",anger,train
IEMOCAP,iemocap_Ses05M_impro01_F019,anger,neutral,0.941,2.87,They're processed differently.,anger,train
IEMOCAP,iemocap_Ses05M_impro01_F020,anger,disgust,0.418,3.11,"Sir, you're gonna have to go stand the other line.",anger,test
IEMOCAP,iemocap_Ses05M_impro01_F021,anger,disgust,0.34,4.49,I'm gonna bring security over and have them escort you out,anger,val
IEMOCAP,iemocap_Ses05M_impro01_F022,anger,joy,0.364,4.84,But you filled out the wrong form and you're in the wrong line and you're wasting both of our time,anger,train
IEMOCAP,iemocap_Ses05M_impro01_F023,anger,sadness,0.586,4.32,"Well, that's unfortunate, sir. You're gonna have to go stand the other line now.",anger,train
IEMOCAP,iemocap_Ses05M_impro01_M000,neutral,neutral,0.578,4.57,"Yes, I am. Just kidding me, I am not even ready.",neutral,train
IEMOCAP,iemocap_Ses05M_impro01_M001,neutral,disgust,0.507,4.36,What do you mean? I filled out my forms and I rushed to get my ID,neutral,train
IEMOCAP,iemocap_Ses05M_impro01_M002,neutral,neutral,0.692,1.51,"The wrong form. Yes, the right.",neutral,test
IEMOCAP,iemocap_Ses05M_impro01_M003,neutral,disgust,0.41,3.71,What's wrong about this format says new ID on it?,neutral,train
IEMOCAP,iemocap_Ses05M_impro01_M004,anger,neutral,0.619,3.52,What's the difference? What's the difference between that form and this form?,anger,test
IEMOCAP,iemocap_Ses05M_impro01_M005,anger,neutral,0.872,3.61,"I'm not gay, well you know what you wait in this line and not gonna attitude.",anger,train
IEMOCAP,iemocap_Ses05M_impro01_M006,neutral,neutral,0.885,1.01,Yeah,neutral,train
IEMOCAP,iemocap_Ses05M_impro01_M007,neutral,disgust,0.384,1.06,Right?,neutral,train
IEMOCAP,iemocap_Ses05M_impro01_M008,anger,neutral,0.638,5.84,Well then when I showed them my ID before and I said I had to get a new ID Why didn't they tell me to fill out the right form?,anger,val
IEMOCAP,iemocap_Ses05M_impro01_M009,anger,neutral,0.587,5.28,"Well, it was this girl standing right next to you. Can we ask her why she didn't let me fill out the right form?",anger,train
IEMOCAP,iemocap_Ses05M_impro01_M010,neutral,joy,0.6505000000000001,7.83,This is ridiculous. I've been here for 45 minutes just standing in this one line. I took 15 minutes to fill out that form.,neutral,train
IEMOCAP,iemocap_Ses05M_impro01_M011,anger,anger,0.511,3.11,You know how long it's gonna take me to start all over and fill out the new form?,anger,test
IEMOCAP,iemocap_Ses05M_impro01_M012,anger,neutral,0.869,2.8,"Might as well get started now, but just take this one.",anger,test
IEMOCAP,iemocap_Ses05M_impro01_M013,anger,neutral,0.5523333333333333,11.32,Why can't we just let's you know what hey? How about if we just pretend that I'm getting renewing my California ID and we just don't tell anybody that I'm getting a new one from a different city?,anger,train
IEMOCAP,iemocap_Ses05M_impro01_M014,anger,neutral,0.7802499999999999,11.64,"Come on, you know what? You can't just take you know make a little exception to the rule I know that you guys make exceptions I see if you know if I was if I was your friend and you knew me or something like that You'd probably make a little exception for me wouldn't you?",anger,train
IEMOCAP,iemocap_Ses05M_impro01_M015,anger,joy,0.385,4.71,Wouldn't you? Oh come on just a minute just tell me you would make an exception for me.,anger,val
IEMOCAP,iemocap_Ses05M_impro01_M016,anger,neutral,0.947,2.71,I know you've got the power to do that.,anger,train
IEMOCAP,iemocap_Ses05M_impro01_M017,anger,disgust,0.696,2.86,It's crap. You're just crap. I don't buy it.,anger,test
IEMOCAP,iemocap_Ses05M_impro01_M018,anger,neutral,0.952,5.67,I'm not leaving this line until I get my new ID. That's as simple as it is. I'm not leaving this line until I get my new ID,anger,train
IEMOCAP,iemocap_Ses05M_impro01_M019,anger,anger,0.6185,6.55,Well then you're just gonna look stupid because I'm just waiting for an ID and you're gonna make security Take me out because I want my ID,anger,test
IEMOCAP,iemocap_Ses05M_impro01_M020,anger,neutral,0.5,1.72,That's just dumb!,anger,train
IEMOCAP,iemocap_Ses05M_impro01_M021,anger,disgust,0.789,3.02,"I thought that the wrong form, because they made me feel that the wrong form.",anger,train
IEMOCAP,iemocap_Ses05M_impro01_M022,anger,disgust,0.5660000000000001,8.01,"This is crap. You know, I don't even know why I'm in the state. Screw California. I'm outta here.",anger,train
IEMOCAP,iemocap_Ses05M_impro02_F000,neutral,neutral,0.866,2.27,What is that?,neutral,train
IEMOCAP,iemocap_Ses05M_impro02_F001,neutral,neutral,0.909,1.8,One ..,neutral,train
IEMOCAP,iemocap_Ses05M_impro02_F002,fear,neutral,0.5,1.94,What no you can't,fear,train
IEMOCAP,iemocap_Ses05M_impro02_F003,fear,neutral,0.647,3.95,Did you tell them you have two young children at home?,fear,val
IEMOCAP,iemocap_Ses05M_impro02_F004,neutral,anger,0.594,2.62,And they didn't care?,neutral,val
IEMOCAP,iemocap_Ses05M_impro02_F005,neutral,disgust,0.421,2.33,They can't do that to you.,neutral,train
IEMOCAP,iemocap_Ses05M_impro02_F006,anger,neutral,0.764,4.16,"No, we have there's gotta be something we can do you can't go",anger,test
IEMOCAP,iemocap_Ses05M_impro02_F007,neutral,disgust,0.519,2.57,How long do you have to go for?,neutral,train
IEMOCAP,iemocap_Ses05M_impro02_F008,neutral,neutral,0.927,0.99,One.,neutral,test
IEMOCAP,iemocap_Ses05M_impro02_F009,anger,neutral,0.944,4.31,There's gotta be something we can do. You can't just go.,anger,train
IEMOCAP,iemocap_Ses05M_impro02_F010,anger,neutral,0.5,3.84,Why don't we do that? Can we just leave the country?,anger,train
IEMOCAP,iemocap_Ses05M_impro02_F011,neutral,neutral,0.627,1.42,I don't know.,neutral,train
IEMOCAP,iemocap_Ses05M_impro02_F012,neutral,disgust,0.927,3.26,What would be the worst of it happen if they found you somewhere else?,neutral,test
IEMOCAP,iemocap_Ses05M_impro02_F013,sadness,neutral,0.865,2.3,But they're so young.,sadness,train
IEMOCAP,iemocap_Ses05M_impro02_F014,neutral,disgust,0.4545,4.39,Where are you gonna be stationed? What are you gonna be doing?,neutral,train
IEMOCAP,iemocap_Ses05M_impro02_F015,fear,disgust,0.328,5.03,Are you gonna be like in tanks running around? What does that mean?,fear,test
IEMOCAP,iemocap_Ses05M_impro02_F016,fear,neutral,0.92,2.08,Oh my god.,fear,train
IEMOCAP,iemocap_Ses05M_impro02_F017,fear,sadness,0.906,2.6,So many people have died.,fear,train
IEMOCAP,iemocap_Ses05M_impro02_F018,neutral,neutral,0.852,6.47,"I know I know I know you're good at what you're good at what you do, but there's just so much chance involved",neutral,train
IEMOCAP,iemocap_Ses05M_impro02_F019,fear,disgust,0.428,5.2,I mean I know that you're a good soldier but not everybody else is and what if...,fear,test
IEMOCAP,iemocap_Ses05M_impro02_F020,sadness,sadness,0.977,2.86,I'm gonna miss you so much.,sadness,test
IEMOCAP,iemocap_Ses05M_impro02_F021,sadness,neutral,0.837,4.31,You have to write me every day.,sadness,train
IEMOCAP,iemocap_Ses05M_impro02_F022,neutral,neutral,0.667,4.28,Can I send you like videos and stuff? What about when they start walking?,neutral,train
IEMOCAP,iemocap_Ses05M_impro02_F023,sadness,neutral,0.0,1.26,,sadness,train
IEMOCAP,iemocap_Ses05M_impro02_F024,sadness,neutral,0.0,1.42,,sadness,test
IEMOCAP,iemocap_Ses05M_impro02_M000,sadness,disgust,0.5966666666666667,9.47,It's weird how you're gonna tell you something. I just gotta call. I'm going to Iraq.,sadness,test
IEMOCAP,iemocap_Ses05M_impro02_M001,sadness,neutral,0.71,5.7,I know it's... with the crappy timing but... I don't have a choice. I don't know you can...,sadness,test
IEMOCAP,iemocap_Ses05M_impro02_M002,neutral,sadness,0.715,2.83,I know. I have to go.,neutral,val
IEMOCAP,iemocap_Ses05M_impro02_M003,neutral,disgust,0.543,4.72,You think they listened to me? No. Of course I told them that.,neutral,train
